committee_id,name,committee_type,org_type,connected_org,total_receipts,contribs_to_others,ind_exp,proposedClass,reason,finalClass
C00779876,BETTER COMMUNITY RESULTS - SUPER PAC,O,,,0,0,0,UNKNOWN,no signal,
C00779892,FAMILY RIGHTS COMMITTEE,N,,,57080,0,0,UNKNOWN,no signal,
C00779959,THIRD DOWN GEORGIA PAC INC.,O,,,55010,0,0,CORPORATE,/\bINC\b/,
C00780080,NCF-DAKOTA 2021 COMMITTEE,N,,,47500,0,0,UNKNOWN,no signal,
C00780114,PENNSYLVANIA YOUNG CONSERVATIVES,N,,,0,0,0,UNKNOWN,no signal,
C00780122,TAKE BACK THE SENATE,N,,,5867764,0,0,UNKNOWN,no signal,
C00780148,REPRESENTATION MATTERS:  WOMEN OF COLOR ON THE FRONTLINE,N,,,196136,0,0,UNKNOWN,no signal,
C00780239,"REPUBLICANS FOR TRUTH, ACCOUNTABILITY & PROGRESS",O,,,0,0,0,UNKNOWN,no signal,
C00780247,ST ROCCO FOUNDATION,O,,,3007,0,0,UNKNOWN,no signal,
C00780288,PATRICK ENGINEERING INC. PAC,N,C,,5222,0,0,CORPORATE,org_type=C (Corporation),
C00780312,SC-01 REPUBLICAN NOMINEE FUND 2022,N,,,0,0,0,UNKNOWN,no signal,
C00780320,SC-02 REPUBLICAN NOMINEE FUND 2022,N,,,0,0,0,UNKNOWN,no signal,
C00780353,SC-03 REPUBLICAN NOMINEE FUND 2022,N,,,0,0,0,UNKNOWN,no signal,
C00780379,SC-04 REPUBLICAN NOMINEE FUND 2022,N,,,0,0,0,UNKNOWN,no signal,
C00780387,SC-05 REPUBLICAN NOMINEE FUND 2022,N,,,0,0,0,UNKNOWN,no signal,
C00780395,SC-07 REPUBLICAN NOMINEE FUND 2022,N,,,0,0,0,UNKNOWN,no signal,
C00817114,NC OH PA VICTORY FUND,N,,,152910,0,0,LEADERSHIP,/VICTORY (FUND|COMMITTEE)/,
C00817155,EDWARDS VICTORY FUND,N,,NONE,217854,0,0,LEADERSHIP,/VICTORY (FUND|COMMITTEE)/,
C00817163,AWAKE USA ACTION FUND,O,,,1000,0,0,UNKNOWN,no signal,
C00817197,LEFT DEMOCRATS FOR AMERICA,O,,,975,0,0,UNKNOWN,no signal,
C00817312,OHIO ADVOCATES FOR FREEDOM AND LIBERTY PAC,O,,,0,0,0,UNKNOWN,no signal,
C00817346,NJ DEMS VICTORY FUND,N,,NONE,1155530,0,0,LEADERSHIP,/VICTORY (FUND|COMMITTEE)/,
C00817379,LAWLER VICTORY FUND,N,,NONE,1480866,0,0,LEADERSHIP,/VICTORY (FUND|COMMITTEE)/,
C00817403,DSCC FL NC OH PA VICTORY 2022,N,,,262055,0,0,IDEOLOGICAL,/DSCC/,
C00817411,GABE VASQUEZ VICTORY FUND,N,,NONE,228611,0,0,LEADERSHIP,/VICTORY (FUND|COMMITTEE)/,
C00817445,KAPA FS POLITICAL ACTION COMMITTEE,V,,NONE,1090,0,0,UNKNOWN,no signal,
C00817502,ALOHAAINA NATIONAL COMMITTEE INC,O,,,0,0,0,CORPORATE,/\bINC\b/,
C00817510,BUDD NC VICTORY FUND,N,,,3087090,0,0,LEADERSHIP,/VICTORY (FUND|COMMITTEE)/,
C00817544,MCMORRIS RODGERS SMILEY WINNING WASHINGTON 2022 COMMITTEE,N,,,161289,0,0,UNKNOWN,no signal,
C00817551,STARK LEADERS PAC,N,,,5000,0,0,UNKNOWN,no signal,
C00817569,U.S. SUPER PAC,O,,,0,0,0,UNKNOWN,no signal,
C00817601,GOOD FOR AMERICA VICTORY COMMITTEE,N,,NONE,59980,0,0,LEADERSHIP,/VICTORY (FUND|COMMITTEE)/,
C00817619,PAC THE COURT,N,,,3986,0,0,UNKNOWN,no signal,
C00817627,TEXT2REGISTER,N,,,33571,0,0,UNKNOWN,no signal,
C00817635,POSTERITY PAC,O,,NONE,40109,0,0,UNKNOWN,no signal,
C00817684,SAVE COLORADO SUPER PAC,O,,,0,0,0,UNKNOWN,no signal,
C00817700,MANCHIN LEADERSHIP FUND,N,,NONE,1719350,0,0,UNKNOWN,no signal,
C00817726,SANFORD BISHOP CONGRESSIONAL FUND,N,,NONE,62280,0,0,UNKNOWN,no signal,
C00787507,THE REPUBLIC PAC,O,,,34192,0,0,UNKNOWN,no signal,
C00787515,"RIGHT DIRECTION WOMEN, INC.",O,,,226268,0,0,CORPORATE,/\bINC\b/,
C00787523,SUPPORT OUR POLICE PAC INC.,O,,,0,0,0,CORPORATE,/\bINC\b/,
C00787531,HUI KANAKA KALAIAINA,V,,,0,0,0,UNKNOWN,no signal,
C00787606,RESTORING LIBERTY POLITICAL ACTION COMMITTEE INC.,V,,,0,0,0,CORPORATE,/\bINC\b/,
C00787622,TAS PAC,O,,,0,0,0,UNKNOWN,no signal,
C00787663,"CATALYST FOR CHANGE, INC.",N,,,7532,0,0,CORPORATE,/\bINC\b/,
C00787697,AFGHANISTAN ACCOUNTABILITY PAC,N,,,0,0,0,UNKNOWN,no signal,
C00787739,DOUGLAS WELLS PROJECT,N,,,0,0,0,UNKNOWN,no signal,
C00787770,KNIGHTS OF N.C.P.,N,,,0,0,0,UNKNOWN,no signal,
C00787804,YOUTH OF NASHVILLE,U,,,0,0,0,UNKNOWN,no signal,
C00787929,KILDEE VICTORY FUND,N,,,344060,0,0,LEADERSHIP,/VICTORY (FUND|COMMITTEE)/,
C00787960,ENERGY DRIVES AMERICA PAC,O,,,0,0,0,DARK_MONEY,/AMERICA PAC/,
C00787986,EQUITY PAC,V,,,610,0,0,UNKNOWN,no signal,
C00788018,AMERICA'S MOMS UNION,N,,NONE,100,0,0,LABOR,/\bUNION\b/,
C00788067,COMER VICTORY FUND,N,,NONE,428900,0,0,LEADERSHIP,/VICTORY (FUND|COMMITTEE)/,
C00788075,CHANGE NEW YORK - SAVE AMERICA PAC,O,,,835,0,0,DARK_MONEY,/AMERICA PAC/,
C00788091,FIREBRAND PAC,O,,,508401,0,0,UNKNOWN,no signal,
C00788109,2022 PHASE 1 PATRIOT DAY JFC,N,,,12800,0,0,UNKNOWN,no signal,
C00788125,CITIZENS FOR LIVABLE COMMUNITIES,O,,,0,0,0,IDEOLOGICAL,/CITIZENS FOR/,
C00788141,POLICE CRIMELINE FUND,O,,,0,0,0,UNKNOWN,no signal,
C00788166,MOWERS VICTORY FUND,N,,,210371,0,0,LEADERSHIP,/VICTORY (FUND|COMMITTEE)/,
C00788190,KINGS COUNTY DEMOCRATIC CENTRAL COMMITTEE,N,,,12825,0,0,UNKNOWN,no signal,
C00788240,"PEOPLE OVER POLITICS, LLC",O,,,0,0,0,CORPORATE,/\bLLC\b/,
C00788281,WAGNER-MCHENRY VICTORY,N,,,0,0,0,LEADERSHIP,/MCHENRY/,
C00788315,PARENT PARTY SUPER PAC,O,,PARENT PARTY PAC,922761,0,0,UNKNOWN,no signal,
C00788323,YOU ARE THE POWER PAC,V,,,0,0,0,UNKNOWN,no signal,
C00788364,VOICES AGAINST TYRANNY,N,M,,0,0,0,UNKNOWN,no signal,
C00788380,ALLIANCE FOR CHANGE AND EQUALITY PAC,N,,,214710,0,0,ACTIVIST,/EQUALITY PAC/,
C00788430,POLICE OFFICER RIGHTS PAC,O,,,150,0,0,UNKNOWN,no signal,
C00788448,TEAM HAGERTY VICTORY,N,,NONE,1181962,0,0,LEADERSHIP,/\bTEAM [A-Z]+/,
C00788455,"VIRGIN GALACTIC HOLDINGS, INC. PAC (VIRGIN GALACTIC PAC)",N,C,,75,0,0,CORPORATE,org_type=C (Corporation),
C00788521,AMERICABLOG ELECTION FUND,V,,,4194,0,0,UNKNOWN,no signal,
C00788554,LIBERACION LATINA PAC,O,,,0,0,0,UNKNOWN,no signal,
C00788638,REPUBLICAN CONGRESSIONAL CAMPAIGN PAC,N,,,130,0,0,UNKNOWN,no signal,
C00788653,TDOCX,N,,,0,0,0,UNKNOWN,no signal,
C00788745,DEMOCRATIC CONGRESSIONAL MAJORITY PAC,N,,,103,0,0,UNKNOWN,no signal,
C00788828,FOREVER FREE ACTION FUND,O,,,79000,0,0,UNKNOWN,no signal,
C00788836,FORWARD PAC,N,,,0,0,0,UNKNOWN,no signal,
C00781815,PHYSICIANS FOR PRIVATE PRACTICE POLITICAL ACTION COMMITTEE,N,,NONE,24600,0,0,UNKNOWN,no signal,
C00781864,CHECKYOURVOTE,N,,,0,0,0,UNKNOWN,no signal,
C00781906,THE PRESIDENT DONALD J. TRUMP LEGACY PAC,O,,,0,0,0,UNKNOWN,no signal,
C00781914,ASSYRIAN DEMOCRATS OF THE BAY AREA,N,,NONE,14247,0,0,UNKNOWN,no signal,
C00781989,WHO POOPED THE CAPITOL?,N,,,0,0,0,UNKNOWN,no signal,
C00782003,DEMOCRATIC LEADERSHIP 2022,N,,,600010,0,0,UNKNOWN,no signal,
C00782011,TIM RYAN VICTORY FUND 2022,N,,,5411146,0,0,LEADERSHIP,/VICTORY (FUND|COMMITTEE)/,
C00782078,PROJECT 55,O,,,2065,0,0,UNKNOWN,no signal,
C00782102,MASSACHUSETTS STUDENTS FOR PROGRESS,O,,,0,0,0,UNKNOWN,no signal,
C00782151,LEAD THE WAY 2022,N,,,635792,0,0,UNKNOWN,no signal,
C00782227,DEFEND AMERICAN FREEDOM PAC,O,,NONE,771,0,0,UNKNOWN,no signal,
C00782235,UNITED HEALTH FOUNDATION OF AMERICA,O,,,0,0,0,CORPORATE,/UNITED ?HEALTH/,
C00782284,DEFEND THE MAJORITY,N,,,611930,0,0,UNKNOWN,no signal,
C00782292,"DENTAQUEST, LLC POLITICAL ACTION COMMITTEE (DENTAQUEST PAC)",Q,C,,64957,0,0,CORPORATE,org_type=C (Corporation),
C00782318,AMERICANS FOR BORDER SECURITY PAC,O,,,0,0,0,UNKNOWN,no signal,
C00782359,BLUE ONE BY ONE,O,,,0,0,0,UNKNOWN,no signal,
C00782375,ENDING JIM CROW POLITICAL ACTION COMMITTEE,O,,,0,0,0,UNKNOWN,no signal,
C00782383,AUTHENTICALLY BLUE,N,,,0,0,0,UNKNOWN,no signal,
C00782466,END DISCRIMINATORY PROHIBITION,O,,,0,0,0,UNKNOWN,no signal,
C00782474,FIRE KEN PAXTON PAC,O,,,0,0,0,UNKNOWN,no signal,
C00782490,AMERICANS FOR CONSERVATIVE GOVERNMENT POLITICAL ACTION COMMITTEE,O,,,2500,0,0,UNKNOWN,no signal,
C00782557,BUILDING AMERICA TOGETHER,N,,,111,0,0,UNKNOWN,no signal,
C00782573,PACIFIC NORTHWEST PAC,O,,,0,0,0,UNKNOWN,no signal,
C00782631,WESTERN MICHIGAN VICTORY FUND,N,,NONE,462400,0,0,LEADERSHIP,/VICTORY (FUND|COMMITTEE)/,
C00782672,THUMBS UP ARIZONA,O,,,175,0,0,UNKNOWN,no signal,
C00782680,ACCOUNTABILITY ACTION FUND,N,,,841,0,0,UNKNOWN,no signal,
C00782698,TEAM RAJA VICTORY FUND,N,,NONE,163861,0,0,LEADERSHIP,/\bTEAM [A-Z]+/,
C00782748,FLORIDA WORKS LEADERSHIP PAC,N,,,0,0,0,UNKNOWN,no signal,
C00782805,THE DOUGLASS PROJECT,O,,,0,0,0,UNKNOWN,no signal,
C00782813,CHENEY-GONZALEZ 2022,N,,,105800,0,0,UNKNOWN,no signal,
C00782920,PAC THE COURTS,N,,,49,0,0,UNKNOWN,no signal,
C00782946,REPEAL DISCRIMINATORY PROHIBITION,O,,,0,0,0,UNKNOWN,no signal,
C00783019,FULL THROTTLE PAC,O,,,0,0,0,UNKNOWN,no signal,
C00783175,OHIOANS FOR JD,N,,,4580724,0,0,UNKNOWN,no signal,
C90021783,AN AMERICA UNITED,I,,,0,0,0,UNKNOWN,no signal,
C90021791,NEW NORTH CAROLINA PROJECT,I,,,300000,0,0,UNKNOWN,no signal,
C90021809,NEW DEMOCRACY,I,,,0,0,0,UNKNOWN,no signal,
C90021817,SOLUTIONS FOR ARIZONA,I,,,0,0,0,UNKNOWN,no signal,
C90021825,CURE AMERICA ACTION INC.,I,,,0,0,0,CORPORATE,/\bINC\b/,
C90021833,INTERNATIONAL COUNCIL OF SHOPPING CENTERS INC.,I,,,0,0,0,CORPORATE,/\bINC\b/,
C90021841,"FINANCIAL SERVICES STAKEHOLDER ACTION NFP, D.B.A. PRIVATE EQUITY STAKEHOLDER ACTION",I,,,0,0,0,CORPORATE,/PRIVATE EQUITY/,
C90021858,ONE APIA NEVADA,I,,,0,0,0,UNKNOWN,no signal,
C90021866,NEW RURAL PROJECT,I,,,0,0,0,UNKNOWN,no signal,
C90021874,"PLANNED PARENTHOOD ADVOCATES OF WISCONSIN POLITICAL FUND, PLANNED PARENTHOOD ADVOCATES",I,,,0,0,0,ACTIVIST,/PLANNED PARENTHOOD/,
C90021882,EMERGING VOTERS INC.,I,,,108100,0,0,CORPORATE,/\bINC\b/,
C90021890,RISE INC,I,,,52500,0,0,CORPORATE,/\bINC\b/,
C90021908,KATHERYN J SHIELDS,I,,,1548,0,0,UNKNOWN,no signal,
C90021916,CITIZENS FOR CONSERVATIVE VALUES,I,,,0,0,0,IDEOLOGICAL,/CITIZENS FOR/,
C90021924,FRONTLINE POLICY ACTION INC,I,,NONE,0,0,0,CORPORATE,/\bINC\b/,
C90021932,AMISTAD MOVEMENT POWER,I,,,0,0,0,UNKNOWN,no signal,
C90021940,MICHELLE WILSON,I,,,0,0,0,UNKNOWN,no signal,
C90021965,PERFORMANCE RACING INC.,I,,,0,0,0,CORPORATE,/\bINC\b/,
C90021973,CARE ACTION NOW INC.,I,,,0,0,0,CORPORATE,/\bINC\b/,
C90021981,UCA ACTION,I,,,1000,0,0,UNKNOWN,no signal,
C90021999,PHILLY NEIGHBORHOOD NETWORKS,I,,,0,0,0,UNKNOWN,no signal,
C90022005,BUILD ALASKA'S FUTURE ACTION FUND,I,,,5799,0,0,UNKNOWN,no signal,
C90022013,TRANSPARANCY IN POLITICS,I,,,0,0,0,UNKNOWN,no signal,
C90020942,"MARYS LITTLELAMS, JALEESA",I,,,0,0,0,UNKNOWN,no signal,
C90020959,FAMILY RESEARCH COUNCIL ACTION,I,,,0,0,0,IDEOLOGICAL,/FAMILY RESEARCH/,
C00840678,BET ON MICHIGAN,O,,NONE,0,0,0,UNKNOWN,no signal,
C00765487,THE RESISTANCE,N,,,0,0,0,UNKNOWN,no signal,
C00765529,MINOCQUA BREWING COMPANY SUPERPAC,O,,NONE,1022651,0,0,CORPORATE,/COMPANY\b/,
C00765610,PROGRESSIVE FUTURE,N,,,37885,0,0,UNKNOWN,no signal,
C00765701,WAGNER FOR MISSOURI,N,,NONE,96400,0,0,UNKNOWN,no signal,
C00765735,THE LIBERTY AGENDA,O,,,0,0,0,UNKNOWN,no signal,
C00765776,POS-GO IE PAC (PEOPLE OPPOSING SEDITION),O,,,1248,0,0,UNKNOWN,no signal,
C00765784,TRANSPARENCY IN FEDERAL GOVERNMENT,N,,,0,0,0,UNKNOWN,no signal,
C00765842,UNITED POLICE OFFICERS FUND PAC,O,,,0,0,0,LABOR,/POLICE OFFICERS/,
C00765867,POS-GO CANDIDATE PAC (PEOPLE OPPOSING SEDITION),N,,,595,0,0,UNKNOWN,no signal,
C00765966,THE RINO PROJECT,O,,,1005,0,0,UNKNOWN,no signal,
C00765990,PEOPLE FOR CLEAR ACCOUNTABILITY,O,,,0,0,0,UNKNOWN,no signal,
C00766006,OCCUPY DIMS,N,,,0,0,0,UNKNOWN,no signal,
C00766014,CANNABIS ACTION FUND,O,,,600,0,0,UNKNOWN,no signal,
C00766030,BUILD OUR FUTURE TOGETHER PAC,O,,NONE,101950,0,0,UNKNOWN,no signal,
C00766048,MATH PAC,V,,NONE,53888,0,0,UNKNOWN,no signal,
C00766055,RIGHT REFORM,N,,,0,0,0,UNKNOWN,no signal,
C00766097,"RESTORING AMERICA'S LIBERTY, PROSPERITY, & HONOR PAC",N,,,2537,0,0,DARK_MONEY,/HONOR PAC/,
C00766113,GIVE THEM THE BOOT PAC,O,,,2205,0,0,UNKNOWN,no signal,
C00848952,STOP ABORTION EXTREMISM PAC,O,,NONE,25,0,0,UNKNOWN,no signal,
C00767202,ANDY BESHEAR BROTHERHOOD OF APPROVAL,N,,,0,0,0,UNKNOWN,no signal,
C00767210,BEN AYBAR,N,,,0,0,0,UNKNOWN,no signal,
C00767228,MAKE KOTOR CANON COMMITTEE,N,,,0,0,0,UNKNOWN,no signal,
C00767236,ELECTION TWITTER,N,,,0,0,0,UNKNOWN,no signal,
C00767244,AMERICAN PATRIOT PRIMARY PAC,O,,,0,0,0,UNKNOWN,no signal,
C00767251,MAGA PATRIOT PARTY NATIONAL COMMITTEE,N,,,0,0,0,UNKNOWN,no signal,
C00767269,CHRISTIAN CIVIC LEAGUE OF MAINE INC,N,,,0,0,0,CORPORATE,/\bINC\b/,
C00767335,SCHLATT FOR NEW YORK GOVENOR,N,,,0,0,0,UNKNOWN,no signal,
C00767368,MIKE LEE VICTORY FUND,N,,NONE,1155693,0,0,LEADERSHIP,/VICTORY (FUND|COMMITTEE)/,
C00767376,TURN LEFT,V,,,0,0,0,UNKNOWN,no signal,
C00767418,STOP TOMORROW'S TRAITORS PAC,V,,,0,0,0,UNKNOWN,no signal,
C00767426,YEMERICAN PAC,N,,NONE,900,0,0,UNKNOWN,no signal,
C00767434,TRUTHERS FOR AMERICA PAC,O,,,0,0,0,DARK_MONEY,/AMERICA PAC/,
C00767459,NICPAC,O,,NONE,12129,0,0,UNKNOWN,no signal,
C00767467,CANI-PAC,V,,,258,0,0,UNKNOWN,no signal,
C00767483,HAPPY BIRTHDAY @KRISSIETX,N,,,0,0,0,UNKNOWN,no signal,
C00767525,REPUBLICANS AGAINST VOTING,O,,,0,0,0,UNKNOWN,no signal,
C00767566,FUCK BINGUS PAC,N,,,0,0,0,UNKNOWN,no signal,
C00767574,GOOD TROUBLE,V,,,0,0,0,UNKNOWN,no signal,
C00767590,WOMEN INVEST NOW WIN-NC,V,,,0,0,0,UNKNOWN,no signal,
C00767608,"GREAT AMERICAN PATRIOT PROJECT, INC.",V,,,1795607,0,0,CORPORATE,/\bINC\b/,
C00767624,MURRAY VICTORY FUND 2022,N,,,3356642,0,0,LEADERSHIP,/VICTORY (FUND|COMMITTEE)/,
C00767632,AMERICAN VOTER PROTECTION PROJECT,O,,,0,0,0,UNKNOWN,no signal,
C00767699,612 WHARF AVENUE,O,,,0,0,0,UNKNOWN,no signal,
C00767749,ZINC COLLECTIVE PAC,O,,,623760,0,0,UNKNOWN,no signal,
C00767764,THE GOVERNING LEADERS FUND,N,,NONE,151945,0,0,UNKNOWN,no signal,
C00767780,NOT ONE STEP BACK PAC,N,,,0,0,0,UNKNOWN,no signal,
C00767806,FEENSTRA VICTORY FUND,N,,NONE,309005,0,0,LEADERSHIP,/VICTORY (FUND|COMMITTEE)/,
C00767905,REMOVEMITTROMNEYPAC,O,,,0,0,0,UNKNOWN,no signal,
C00767921,THE JEWISH SPACE LASER PAC,N,,,0,0,0,UNKNOWN,no signal,
C00767939,THE ABBA PAC,N,,,0,0,0,UNKNOWN,no signal,
C00767954,FAIR ELECTIONS MATTER,O,,,161,0,0,UNKNOWN,no signal,
C00767962,DECRIMINALIZE NC,O,,,0,0,0,UNKNOWN,no signal,
C00767996,PROGRESSIVE REPUBLICANS PAC,N,,,0,0,0,UNKNOWN,no signal,
C00768036,AMERICAN INDEPENDENT MARIJUANA FARMERS' ASSOCIATION,N,M,,0,0,0,CORPORATE,/\bASSOCIATION\b/,
C00768051,PROTECT OUR PROGRESS,N,,,0,0,0,IDEOLOGICAL,/PROTECT OUR/,
C00768069,VITAMIN SHOPPE INDUSTRIES LLC,N,C,,0,0,0,CORPORATE,org_type=C (Corporation),
C00768093,UNITED PATRIOT PAC,V,,,0,0,0,UNKNOWN,no signal,
C00768143,CONSEQUENCES NOW,O,,,0,0,0,UNKNOWN,no signal,
C00768184,GET MCCARTHY GONE PAC,O,,,0,0,0,LEADERSHIP,/MCCARTHY/,
C00768200,JEFFRIES VICTORY FUND,N,,NONE,34010170,0,0,LEADERSHIP,/VICTORY (FUND|COMMITTEE)/,
C00768218,4TH AMENDMENT PROTECTION PAC,V,,,86,0,0,UNKNOWN,no signal,
C00768234,WIN FOR AMERICA,N,,,0,0,0,UNKNOWN,no signal,
C00768242,MAYORS PAC,N,,,7463,0,0,UNKNOWN,no signal,
C00768259,PATRIOTSPAC.US,V,,,0,0,0,UNKNOWN,no signal,
C00768275,THE GAME STOPS HERE,N,,,0,0,0,UNKNOWN,no signal,
C00768309,46 HOPE ROAD,V,,NONE,11463,0,0,UNKNOWN,no signal,
C00768382,MID-ATLANTIC CONSERVATIVES POLITICAL ACTION COMMITTEE,N,,,77,0,0,UNKNOWN,no signal,
C00768457,COMPOST SUPER PAC,V,,,0,0,0,UNKNOWN,no signal,
C00768473,MAKE CONGRESS WORK,N,,,0,0,0,UNKNOWN,no signal,
C00768481,GRAND ARMY REBORN,O,,,0,0,0,UNKNOWN,no signal,
C00768507,UNITED FOR AMERICA PAC,N,,ELLISON,0,0,0,DARK_MONEY,/AMERICA PAC/,
C00768549,NEW PATRIOT SUPER PAC,O,,,0,0,0,UNKNOWN,no signal,
C00768564,BO HINES VICTORY FUND,N,,,411764,0,0,LEADERSHIP,/VICTORY (FUND|COMMITTEE)/,
C00768598,FILIPINO REPUBLICAN PAC,N,,,0,0,0,UNKNOWN,no signal,
C00768622,TEXAS POLITICAL TRAINING AND EMPOWERMENT,N,,,2576,0,0,UNKNOWN,no signal,
C00769802,FRIENDS OF MILAGROS CANALES,U,,,0,0,0,UNKNOWN,no signal,
C00769851,WELIKETHESTOCKWTF,O,,,0,0,0,UNKNOWN,no signal,
C00769927,INTEGRITY MATTERS PAC,O,,,0,0,0,UNKNOWN,no signal,
C00769968,DONE WITH,N,W,,0,0,0,CORPORATE,org_type=W (Corporation),
C00770016,READY OR NOT,N,,,464354,0,0,UNKNOWN,no signal,
C00770032,"PRAGMATIC VOTER PAC, INC.",O,,,0,0,0,CORPORATE,/\bINC\b/,
C00770040,TEAM JOSH,N,,NONE,6978596,0,0,LEADERSHIP,/\bTEAM [A-Z]+/,
C00770123,NEW LEADERSHIP FLORIDA,O,,,1193,0,0,UNKNOWN,no signal,
C00770156,ELECTORATE INTEGRITY PAC,N,,,0,0,0,UNKNOWN,no signal,
C00770164,CONSENT OF THE GOVERNED PAC,N,,,0,0,0,UNKNOWN,no signal,
C00770180,CORNYN VICTORY COMMITTEE,N,,,20088211,0,0,LEADERSHIP,/VICTORY (FUND|COMMITTEE)/,
C00770222,"DEXCOM, INC. POLITICAL ACTION COMMITTEE (DEXCOM PAC)",N,C,"DEXCOM, INC.",7807,0,0,CORPORATE,org_type=C (Corporation),
C00770230,TAKE BACK TX-06 REPUBLICAN NOMINEE FUND 2022,N,,,0,0,0,UNKNOWN,no signal,
C00770248,ELECT PROGRESSIVE WOMEN,N,,,1376,0,0,LEADERSHIP,/\bELECT [A-Z]+/,
C00770263,MILLER-MEEKS VICTORY FUND,N,,NONE,351124,0,0,LEADERSHIP,/VICTORY (FUND|COMMITTEE)/,
C00770305,FULCRUM,N,,,0,0,0,UNKNOWN,no signal,
C00770354,WE THE PATRIOTS INC,O,,,0,0,0,CORPORATE,/\bINC\b/,
C00770404,THE UNITY PARTY,N,,,100,0,0,UNKNOWN,no signal,
C00770487,FIGHT FOR FLORIDA'S FUTURE PAC,N,,,15381,0,0,UNKNOWN,no signal,
C00770594,LESKO VICTORY COMMITTEE,N,,,80000,0,0,LEADERSHIP,/VICTORY (FUND|COMMITTEE)/,
C00770610,FREEDOM VOTE 2024,N,,,0,0,0,UNKNOWN,no signal,
C00770644,SPEAK UP TN,V,,,0,0,0,UNKNOWN,no signal,
C00770776,NEVER AGAIN PAC,O,,,158690,0,0,UNKNOWN,no signal,
C00770867,BUCKEYE CONSERVATIVES PAC,O,,NONE,25000,0,0,UNKNOWN,no signal,
C00770941,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE,N,,,244929842,0,0,UNKNOWN,no signal,
C00770958,SAVE OUR SCHOOLS,O,,,0,0,0,UNKNOWN,no signal,
C00770990,THE UNITED CONGRESS PAC,N,,,0,0,0,UNKNOWN,no signal,
C00771006,MESSIAH INC,N,,,0,0,0,CORPORATE,/\bINC\b/,
C00771030,NEW POLITICAL STRUCTURE,O,,,0,0,0,UNKNOWN,no signal,
C00771055,HELP RAISE MONEY TO GET TO WASHINGTON,N,,,0,0,0,UNKNOWN,no signal,
C00771063,DSCC CHAIR VICTORY FUND,N,,NONE,3876605,0,0,LEADERSHIP,/VICTORY (FUND|COMMITTEE)/,
C00771097,STACKEDPAC,V,,NONE,66480,0,0,UNKNOWN,no signal,
C00772319,VAUGHN JAY JOHNSON CAMPAIGN,U,,,0,0,0,UNKNOWN,no signal,
C00772376,PATRIOT AMERICAN COUNCIL,V,,,0,0,0,UNKNOWN,no signal,
C00772392,HOLD THE LINE,O,,,0,0,0,UNKNOWN,no signal,
C00772400,MAJORITY KEEPERS,N,,,171486,0,0,UNKNOWN,no signal,
C00772426,ELECT GRASSROOTS PAC,V,,NONE,5000,0,0,LEADERSHIP,/\bELECT [A-Z]+/,
C00772442,PAC FOR AMERICA 2,N,,PAC FOR AMERICA,26251,0,0,UNKNOWN,no signal,
C00772509,EQUALITY FOR EVERYONE PAC,O,,,3,0,0,UNKNOWN,no signal,
C00772517,JACKY ROSEN VICTORY FUND,N,,NONE,5511052,0,0,LEADERSHIP,/VICTORY (FUND|COMMITTEE)/,
C00772525,TRUE BLUE ACTION,V,,NONE,50,0,0,UNKNOWN,no signal,
C00772533,VETERANS UNITED FOR DC STATEHOOD,V,,,0,0,0,UNKNOWN,no signal,
C00772541,NORTON FOR DELEGATE,U,,,0,0,0,UNKNOWN,no signal,
C00772590,DEMOCRATIC VETERANS FUND,N,,,0,0,0,UNKNOWN,no signal,
C00772616,CONSTITUTIONALISTS FIRST PAC,N,,,0,0,0,UNKNOWN,no signal,
C00772624,SHP VICTORY FUND,N,,NONE,560116,0,0,LEADERSHIP,/VICTORY (FUND|COMMITTEE)/,
C00772699,SENATE REPRESENTATION MATTERS,N,,,108723,0,0,UNKNOWN,no signal,
C00772756,AMERICAN VETERANS RELIEF PROGRAM,V,,,0,0,0,UNKNOWN,no signal,
C00772764,"AMERICAN VETERANS RELIEF PROGRAM, INC",V,,,0,0,0,CORPORATE,/\bINC\b/,
C00772806,SOUTHERN BLUE USA,O,,,20,0,0,UNKNOWN,no signal,
C00772814,CONSERVATIVE PAC OF AMERICA,O,,,0,0,0,UNKNOWN,no signal,
C00772855,WIN AMERICA PAC,V,,,0,0,0,DARK_MONEY,/AMERICA PAC/,
C00772996,OR SENATE REPUBLICAN NOMINEE FUND 2022,N,,,666,0,0,UNKNOWN,no signal,
C00773002,CA SENATE REPUBLICAN NOMINEE FUND 2022,N,,,789,0,0,UNKNOWN,no signal,
C00773010,MD SENATE REPUBLICAN NOMINEE FUND 2022,N,,,766,0,0,UNKNOWN,no signal,
C00773028,BLACKBURN VICTORY FUND,N,,NONE,255500,0,0,LEADERSHIP,/VICTORY (FUND|COMMITTEE)/,
C00773036,GET MONEY OUT OF POLITICS,O,,,0,0,0,UNKNOWN,no signal,
C00773093,RURAL VITALITY PAC,O,,,100,0,0,UNKNOWN,no signal,
C00773135,NY SENATE REPUBLICAN NOMINEE FUND 2022,N,,,715,0,0,UNKNOWN,no signal,
C00773143,VT SENATE REPUBLICAN NOMINEE FUND 2022,N,,,744,0,0,UNKNOWN,no signal,
C00773150,WI-03 REPUBLICAN NOMINEE FUND 2022,N,,,143,0,0,UNKNOWN,no signal,
C00773168,HI SENATE REPUBLICAN NOMINEE FUND 2022,N,,,824,0,0,UNKNOWN,no signal,
